Trace Function
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _ZN4seal4util8add_safeIivEET_S2_S2_, 192 , 129 63 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _Znwm, 96 4294967229 13 6 , 24 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _Znwm, 16 4294967217 13 6 , 24 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _ZdlPv, , 16 4294967217 13 6 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _ZdlPv, , 96 4294967229 13 6 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _ZN4seal4util8add_safeIivEET_S2_S2_, 192 , 129 63 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _Znwm, 64 4294967236 13 6 , 24 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _Znwm, 16 4294967229 13 6 , 24 
_ZN4seal4util29divide_uint192_uint64_inplaceEPmmS1_ _ZdlPv, , 16 4294967229 13 6 
_ZN8SEALTest22EncryptorTest_t48_Test8TestBodyEv _ZN4seal16MemoryPoolHandleD2Ev, , 
_ZN8SEALTest22EncryptorTest_t48_Test8TestBodyEv _ZN4seal13MemoryManager7GetPoolEv, 27 1 , 
_ZN8SEALTest22EncryptorTest_t48_Test8TestBodyEv _ZN4seal9PlaintextC2ENS_16MemoryPoolHandleE, , 0 0 0 0 0 1 27 1 0 0 0 0 0 0 0 0 0 0 
_ZN8SEALTest22EncryptorTest_t48_Test8TestBodyEv _ZN4seal16MemoryPoolHandleD2Ev, , 
_ZN8SEALTest22EncryptorTest_t48_Test8TestBodyEv _ZN4seal14IntegerEncoder6encodeEi, 0 0 0 0 29 1 28 1 29 29 1 1 0 0 0 0 0 0 0 0 , 28 1 7910784757302141513 14185854376172474969 15252814972922680849 5995973799967587397 76270626717616164 14698056784450913528 6511268440793631337 8848113922950932647 76270626717616164 14698056784450913528 6511268440793631337 8848113922950932647 2 2 1 2 0 1 0 0 0 5 1 32 63 314159265 
_ZN8SEALTest22EncryptorTest_t48_Test8TestBodyEv _ZN4seal13MemoryManager7GetPoolEv, 29 1 , 
_ZNK4seal9Encryptor17encrypt_symmetricERKNS_9PlaintextERNS_10CiphertextENS_16MemoryPoolHandleE _ZN4seal16MemoryPoolHandleC2ERKS0_, , 30 1 30 1 
_ZNK4seal11SEALContext14parameters_setEv memcmp, 0 , 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 96 4294967189 25 6 32 
_ZNK4seal11SEALContext14parameters_setEv memcmp, 0 , 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 96 4294967189 25 6 32 
_ZNK4seal9Encryptor16encrypt_internalERKNS_9PlaintextEbbRNS_10CiphertextENS_16MemoryPoolHandleE _ZN4seal21is_metadata_valid_forERKNS_9SecretKeyESt10shared_ptrIKNS_11SEALContextEE, , 7910784757302141513 14185854376172474969 15252814972922680849 5995973799967587397 768 1 1 1 768 768 575969653406 24 13 4294967233 4 0 0 84 237 255 255 255 31 
_ZNK4seal11SEALContext14parameters_setEv memcmp, 0 , 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 96 4294967189 25 6 32 
_ZNK4seal11SEALContext14parameters_setEv memcmp, 0 , 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 36 4294967240 76 28 4294967227 4294967287 14 1 4294967288 4294967172 4294967223 4294967189 4294967237 4294967292 4294967289 4294967243 105 74 4294967223 18 38 4294967212 92 90 4294967207 4294967208 4294967213 4294967245 4294967227 4294967248 4294967242 122 96 4294967189 25 6 32 
_ZNK4seal9Encryptor16encrypt_internalERKNS_9PlaintextEbbRNS_10CiphertextENS_16MemoryPoolHandleE _ZN4seal21is_metadata_valid_forERKNS_9PlaintextESt10shared_ptrIKNS_11SEALContextEEb, , 0 0 0 0 29 1 30 1 29 29 1 1 0 0 0 0 0 0 0 0 30 1 7910784757302141513 14185854376172474969 15252814972922680849 5995973799967587397 76270626717616164 14698056784450913528 6511268440793631337 8848113922950932647 76270626717616164 14698056784450913528 6511268440793631337 8848113922950932647 2 2 1 2 0 1 0 0 0 6 1 
_ZNK4seal9Encryptor16encrypt_internalERKNS_9PlaintextEbbRNS_10CiphertextENS_16MemoryPoolHandleE _ZN4seal15is_buffer_validERKNS_9PlaintextE, , 0 0 0 0 29 1 30 1 29 29 1 1 0 0 0 0 0 0 0 0 
